ZZ012_interleave_redo,jaws,csp,0.485714286
ZZ012_interleave_redo,jaws,csp_laser,0.277906977
ZZ012_interleave_redo,jaws,csm,0.012598168
ZZ013_interleaved,jaws,csp,0.688331117
ZZ013_interleaved,jaws,csp_laser,0.500831117
ZZ013_interleaved,jaws,csm,0.040306789
ZZ014_interleaved,jaws,csp,0.416057181
ZZ014_interleaved,jaws,csp_laser,0.344913564
ZZ014_interleaved,jaws,csm,0.011422977
ZZ016_interleaved,control,csp,0.339095745
ZZ016_interleaved,control,csp_laser,0.259807181
ZZ016_interleaved,control,csm,0.00881201
ZZ017_interleaved,control,csp,0.669714096
ZZ017_interleaved,control,csp_laser,0.785405585
ZZ017_interleaved,control,csm,0.148922273
