ZZ012_interleavedCSpCSm,jaws,csp,0.464760638297872
ZZ012_interleavedCSpCSm,jaws,csp,0.609042553191489
ZZ012_interleavedCSpCSm,jaws,csp,0.152260638297872
ZZ012_interleavedCSpCSm,jaws,csp,0.163563829787234
ZZ012_interleavedCSpCSm,jaws,csp_laser,0.0857712765957447
ZZ012_interleavedCSpCSm,jaws,csp_laser,0.204787234042553
ZZ012_interleavedCSpCSm,jaws,csp_laser,0.200797872340426
ZZ012_interleavedCSpCSm,jaws,csp_laser,0
ZZ012_interleavedCSpCSm,jaws,csm,0.895016611295681
ZZ012_interleavedCSpCSm,jaws,csm,0.348172757475083
ZZ012_interleavedCSpCSm,jaws,csm_laser,0.418604651162791
ZZ012_interleavedCSpCSm,jaws,csm_laser,0.132890365448505
ZZ013_interleavedCSpCSm,jaws,csp,0.626329787234043
ZZ013_interleavedCSpCSm,jaws,csp,0.410904255319149
ZZ013_interleavedCSpCSm,jaws,csp,0.759308510638298
ZZ013_interleavedCSpCSm,jaws,csp,0.0970744680851064
ZZ013_interleavedCSpCSm,jaws,csp_laser,0.486037234042553
ZZ013_interleavedCSpCSm,jaws,csp_laser,0.219414893617021
ZZ013_interleavedCSpCSm,jaws,csp_laser,0.613696808510638
ZZ013_interleavedCSpCSm,jaws,csp_laser,0.0472074468085106
ZZ013_interleavedCSpCSm,jaws,csm,0.0964095744680851
ZZ013_interleavedCSpCSm,jaws,csm,0
ZZ013_interleavedCSpCSm,jaws,csm_laser,0.629654255319149
ZZ013_interleavedCSpCSm,jaws,csm_laser,0.347074468085106
ZZ014_interleavedCSpCSm,jaws,csp,0.886968085106383
ZZ014_interleavedCSpCSm,jaws,csp,0.837101063829787
ZZ014_interleavedCSpCSm,jaws,csp,0.655585106382979
ZZ014_interleavedCSpCSm,jaws,csp,0.918882978723404
ZZ014_interleavedCSpCSm,jaws,csp_laser,0.658244680851064
ZZ014_interleavedCSpCSm,jaws,csp_laser,0.555186170212766
ZZ014_interleavedCSpCSm,jaws,csp_laser,0.591755319148936
ZZ014_interleavedCSpCSm,jaws,csp_laser,0.305186170212766
ZZ014_interleavedCSpCSm,jaws,csm,0.866356382978723
ZZ014_interleavedCSpCSm,jaws,csm,0.805851063829787
ZZ014_interleavedCSpCSm,jaws,csm_laser,0.605718085106383
ZZ014_interleavedCSpCSm,jaws,csm_laser,0.522606382978723
ZZ016_interleavedCSpCSm,control,csp,0.112441783100466
ZZ016_interleavedCSpCSm,control,csp,0.174983366600133
ZZ016_interleavedCSpCSm,control,csp,0.0771789753825682
ZZ016_interleavedCSpCSm,control,csp,0.0904856952761144
ZZ016_interleavedCSpCSm,control,csp_laser,0.0472388556220892
ZZ016_interleavedCSpCSm,control,csp_laser,0.174318030605456
ZZ016_interleavedCSpCSm,control,csp_laser,0
ZZ016_interleavedCSpCSm,control,csp_laser,0.0445775116433799
ZZ016_interleavedCSpCSm,control,csm,0.306515957446808
ZZ016_interleavedCSpCSm,control,csm,0
ZZ016_interleavedCSpCSm,control,csm_laser,0.277260638297872
ZZ016_interleavedCSpCSm,control,csm_laser,0.220079787234043
ZZ017_interleavedCSpCSm,control,csp,0.307845744680851
ZZ017_interleavedCSpCSm,control,csp,0.818484042553192
ZZ017_interleavedCSpCSm,control,csp,0.647606382978723
ZZ017_interleavedCSpCSm,control,csp,0.637632978723404
ZZ017_interleavedCSpCSm,control,csp_laser,0.853723404255319
ZZ017_interleavedCSpCSm,control,csp_laser,0.946143617021277
ZZ017_interleavedCSpCSm,control,csp_laser,0.790558510638298
ZZ017_interleavedCSpCSm,control,csp_laser,0.361702127659574
ZZ017_interleavedCSpCSm,control,csm,0.790558510638298
ZZ017_interleavedCSpCSm,control,csm,0.626994680851064
ZZ017_interleavedCSpCSm,control,csm_laser,0.924867021276596
ZZ017_interleavedCSpCSm,control,csm_laser,0.871675531914894
