Trial,MSE,NRMSE,R2
1,97.18128217612914,0.4136831113408636,-1.0733378703715521
2,90.89529882177776,0.4158344863272991,-0.905947538417984
3,89.90009804236159,0.49300950631536333,-2.286782647991897
4,28.249796869041834,0.36556241508688514,-0.9394307788028105
5,215.15082799779242,0.41291795831852124,-1.7090309629583564
6,13.801914834444093,0.3375472012019382,-0.8147371337647431
7,29.84532874098787,0.37507817626558093,-1.156159111196502
8,30.22030362991474,0.3902320590691755,-1.0531648946868315
9,47.83773899705386,0.3656408045220867,-1.2314058247161346
10,49.5576582438622,0.4305929377137239,-1.3234150523068386
11,119.51083997827317,0.46645918869914865,-2.1626239287954734
12,78.73265903027476,0.5047437583848173,-2.3081586122105713
