Trial,MSE
1,3.848067988186865
2,3.04062269845191
3,3.0884889994724287
4,0.2526469386788542
5,5.921139013104635
6,18.753067255208286
7,28.913815796641195
8,15.776843847892625
9,0.9332130094584098
10,1.805960737527452
11,1.083155166198743
12,0.8119786622540768
13,1.300117936591704
14,31.069790438622675
15,2.2759154765880596
16,2.9224792406452513
17,4.566459544923912
18,1.7712945989998448
19,2.9547359750546693
20,0.8451158526992132
21,5.393852052233722
22,0.09442449878044201
23,3.392278489796703
24,1.5869835614341852
25,1.5696145253833391
26,0.7885288344104772
27,4.296659409804268
