Time Coeff,Baseline,Gamma,Alpha
0.0027365819260657073,-1.8119743646927309,1.0,1.0
0.0028327734239104387,-2.284906935093861,0.9353143833712939,1.0
0.013249243253951952,-6.09215614543786,0.1545461976225406,1.0
-0.0011085429302054525,0.2114774361190039,0.31032061916527176,0.7301909149105821
0.0037130737175037143,1.4500339639898836,0.4132986436805562,1.0
-0.0047757376165406765,1.4359440851813128,0.3896077987763901,0.0
0.011286524332273016,0.9608723424057954,0.3792779953120652,1.0
0.003933152231575361,10.062100983513778,0.27330599315395293,1.0
0.0014656773715639988,-1.0123389533153937,0.2063197447740412,0.0
0.0020280501301821637,0.4370819138319577,0.44339852395744245,1.0
-0.0009454175597496926,1.8313885568759294,0.425701206691957,0.0
-0.0015443646395497813,1.6658984429731367,0.4141052414944003,0.0
0.0009097504088041936,0.10245235490237412,0.3000048654921566,0.0
-0.017596918471219653,-0.8103918067746967,0.2697315713461761,0.9996410709478227
-0.0020736285376167863,1.1594030310469017,0.37548687931093677,0.0
0.0006170583340190399,1.0530759774132665,0.3698333876996444,0.0
0.0016548229209236195,1.4036170565811432,0.41895225663999963,0.6092097843286237
-0.0013825341425055362,0.3307244327866394,0.31353132437570863,0.0
-0.004297972939227682,0.27010100573727536,0.3417944554330014,0.9384120676395824
-0.0009018586074252204,1.6557201520083167,0.41383231041593543,0.0
0.0006270086121495807,3.1382461725066477,0.5880756600762341,1.0
0.0001330448198447505,0.10060910728074872,0.3042873275254546,1.0
-7.619456974826882e-05,2.4323730211534413,0.4768661031864198,0.44753952311267775
-0.0011280831653556734,0.04968851600154111,0.29883830457232125,0.0
-0.001991109258708102,1.0878784303337,0.3719485265737692,0.20360384004857898
0.001882689681970808,-0.9070788919693357,0.49965215279649067,1.0
-0.0010926095126569675,-1.7938681662289582,0.38007987726559517,0.4595938785655273
