Trial,MSE,NRMSE,R2,Subject
1,299.8649014665875,0.42185463803793943,-1.3731019806847469,DP044_FC_allTrials.csv
2,193.27152991561513,0.40554366147593146,-1.5609288037473679,DP044_FC_allTrials.csv
3,87.7467933798977,0.3612904389745394,-0.5916298857914228,DP044_FC_allTrials.csv
4,64.28870098978767,0.36284107217399714,-1.2269746269952106,DP044_FC_allTrials.csv
5,90.2797735214782,0.3812445017685154,-1.985948171921533,DP044_FC_allTrials.csv
6,154.77352389819671,0.37376529825020677,-1.4007151377623162,DP044_FC_allTrials.csv
7,121.58994452334059,0.3803043548758821,-1.5484903025864956,DP044_FC_allTrials.csv
8,65.25591880942993,0.3993259605179614,-1.981462381910907,DP044_FC_allTrials.csv
9,25.09486432273319,0.298548798609243,-0.6070968408063073,DP044_FC_allTrials.csv
10,56.7983429226265,0.3335715152398273,-0.6664386390040835,DP044_FC_allTrials.csv
11,119.23661957542089,0.3983819733777862,-2.028012991403014,DP044_FC_allTrials.csv
12,34.84668748374001,0.33015549266133,-1.4922644980113962,DP044_FC_allTrials.csv
1,97.18128217612914,0.4136831113408636,-1.0733378703715521,DP045_FC_allTrials.csv
2,90.89529882177776,0.4158344863272991,-0.905947538417984,DP045_FC_allTrials.csv
3,89.90009804236159,0.49300950631536333,-2.286782647991897,DP045_FC_allTrials.csv
4,28.249796869041834,0.36556241508688514,-0.9394307788028105,DP045_FC_allTrials.csv
5,215.15082799779242,0.41291795831852124,-1.7090309629583564,DP045_FC_allTrials.csv
6,13.801914834444093,0.3375472012019382,-0.8147371337647431,DP045_FC_allTrials.csv
7,29.84532874098787,0.37507817626558093,-1.156159111196502,DP045_FC_allTrials.csv
8,30.22030362991474,0.3902320590691755,-1.0531648946868315,DP045_FC_allTrials.csv
9,47.83773899705386,0.3656408045220867,-1.2314058247161346,DP045_FC_allTrials.csv
10,49.5576582438622,0.4305929377137239,-1.3234150523068386,DP045_FC_allTrials.csv
11,119.51083997827317,0.46645918869914865,-2.1626239287954734,DP045_FC_allTrials.csv
12,78.73265903027476,0.5047437583848173,-2.3081586122105713,DP045_FC_allTrials.csv
1,1.455970645720481,0.1456252070286168,0.5867073735465775,DP049_FC_allTrials.csv
2,1.3144088745257883,0.19120929299857514,0.2985135923657567,DP049_FC_allTrials.csv
3,2.082308751669014,0.18644259917240588,0.3334080890726864,DP049_FC_allTrials.csv
4,1.1004979180197343,0.11318163379049954,0.6466770122043697,DP049_FC_allTrials.csv
