Trial,MSE,NRMSE,R2
1,58.34411829474259,0.4360656439798619,-0.5385602269281315
2,38.593539951736005,0.32185246201674755,-0.24836932620012298
3,41.72124735687566,0.3966915830936544,-1.2142721581757048
4,11.056618187561213,0.18349448788202422,0.5204584892513411
5,4.521972785423698,0.22039469158225608,0.46132241495912074
6,10.370022886877907,0.36713478166174235,-0.9401054774165654
7,16.296972608509,0.23003152009094072,0.11560684949369981
8,67.5073957554501,0.31438559228317936,-0.16192361909244934
9,11.840958601958024,0.2985839662114552,-0.2504896230637039
10,36.13902870296679,0.28455006944854755,-0.6054675781668959
11,30.155016709544388,0.35519253216102153,-0.5468550899035103
12,0.6368421784205234,0.15003318059319587,0.631750309064397
