Time Coeff,Baseline,Gamma,Alpha
0.02608646856868039,-15.076703717000044,0.27222882011377175,1.0
0.007666445477925052,-3.0482742234462576,0.5958723436917531,1.0
0.0011137504294320602,3.872326312678663,0.5850848174198623,0.0
0.00014237891536731805,0.4162634953552517,0.3333099246678363,0.0
-0.002868226064572415,0.8841445359322441,0.3220362526073532,0.8358975444360475
-0.00023268306402839684,1.7875720091000096,0.4258996014145921,0.03877259637444411
0.007406740411696554,-3.323240369606258,0.5866556547512448,1.0
-0.00014850465407500348,0.6681383970174638,0.3380368933247941,0.0
-0.0006361499234008047,1.3488320375822511,0.3915686989744361,0.0
-0.0009521436864113584,1.86685142021553,0.46042068314412127,0.6968002548831232
-0.0017518841362195974,1.208922905680964,0.3802387827446979,0.0
-0.0005942481469723834,1.3626017099652057,0.3928264171305635,0.0
-0.0032610219212238323,2.4465691116514017,0.4676066126575125,0.0
-0.0011982819180673407,0.9790273031451184,0.36291337663189177,0.0
0.010303734700926484,-2.7757756651327887,0.2992141939932127,1.0
-0.0006748611415614969,0.5260958736553811,0.32936940352609967,0.0
-0.0016490145997035564,1.8617924440339872,0.4403863374821252,1.0
-0.0010938819881261734,0.7910284742421069,0.3482360079816378,0.0
-0.0047078924537771495,4.45850310793605,0.663772119729472,1.0
-0.005905145256296875,-0.3220143302241041,0.2695101040211138,0.5500050170451842
-0.00043429391040481695,0.637772089097135,0.343190434094346,0.635160944291034
0.007892748820062256,-5.525314851840272,0.543924964995268,1.0
1.4009831106802407e-05,0.5988860445426203,0.33427251411563536,0.0
-0.0040840093645908475,4.868467847173819,0.6540907552859346,0.705945011890961
-0.010407618993478578,1.3936219000619683,0.39042101723274897,0.8647471040968435
0.007066939353649731,-0.8647218684545142,0.5073924001405481,1.0
-0.0005793825956743121,0.8983936614332453,0.3579103744178454,0.12420610597376275
