Trial,MSE,NRMSE,R2
1,26.972614195706512,0.21388850363999318,0.3583683877328423
2,15.483567334391886,0.23183634088325736,0.04222114843026259
3,25.28645942377525,0.3547467447851191,-2.166608105707869
4,0.3251669220053819,0.0869058011090215,0.77381151478131
5,1.089558675485818,0.1441370272384949,0.34973217212195407
6,2.338653405517727,0.3660740102795201,-1.916499825936063
7,12.914222016420803,0.18426605235787272,0.4174075290341458
8,0.29296082193093065,0.03818620321856107,0.8978087496554901
9,0.6431588165269113,0.15236464341943873,0.425656711126533
10,0.49720983680627917,0.16411234501631858,0.27595554475172634
11,1.3183718459311902,0.14140306898946692,0.42461774610061254
12,0.7110562836600858,0.21471183748426406,-0.4205946226377313
13,4.198764049141995,0.24282941191470636,0.17377655699934147
14,0.524876405974055,0.08855898754778968,0.7105462757675651
15,8.987061546799454,0.4009726310507001,-0.8361957881272837
16,0.17572444610973384,0.11996818116121002,0.6453068849411825
17,0.2124685418638846,0.053204383486756886,0.9157803463030055
18,0.49886913082229944,0.11510856176681007,0.6988082189148446
19,3.0230992223269753,0.13577021567788286,0.48109507843856514
20,17.526495858612236,0.4580506334380917,-2.1634520625231684
21,0.06600884403495837,0.024305846991457637,0.9780867451496763
22,8.50581110670505,0.17210927028301937,0.5701270796488755
23,0.3764852931905672,0.14002085799640493,0.543264679675888
24,3.3734606970236367,0.14321487990359943,0.5667326503209005
25,25.27025404889583,0.4465548920524423,-1.6893964465148934
26,15.08240886856082,0.15106202596736437,0.4952103595610896
27,0.18643693146531606,0.07961955879975398,0.8706673049504068
