1.482318521,1.482318521,,0.985083724,0.828648712
0.964729508,1.935650422,,0.770724312,1
0.246765637,1.417871942,,0.473379683,0.804289067
-0.109496653,0.699718605,,0.325833709,0.53284005
-0.115547325,0.343266847,,0.323327824,0.39810771
-0.062197953,0.337026708,,0.345422458,0.39574905
-0.035946957,0.390186614,,0.356294304,0.415842536
0.003469667,0.416248143,,0.372618693,0.425693324
0.023335682,0.4554753,,0.3808462,0.440520483
-0.02860665,0.475151847,,0.359334291,0.447957863
-0.030734513,0.423020049,,0.358453037,0.428252983
0.096377251,0.420702719,,0.411096355,0.427377074
0.275051701,0.547625016,,0.485094352,0.475351414
0.296370209,0.726109999,,0.493923408,0.542815521
0.304730485,0.74723904,,0.497385816,0.550801918
0.311569454,0.755409849,,0.500218174,0.553890336
0.321915851,0.762059351,,0.504503132,0.556403728
0.326896725,0.772216281,,0.506565961,0.560242865
0.318710032,0.777007688,,0.503175443,0.56205393
0.295041516,0.768631528,,0.493373131,0.558887893
0.25720603,0.744773546,,0.47770357,0.549870005
0.217983027,0.706748593,,0.461459369,0.535497258
0.186290443,0.667336122,,0.44833389,0.520600055
0.160904542,0.635454072,,0.437820323,0.508549214
0.136793126,0.609878704,,0.427834584,0.498882186
0.108497246,0.585577821,,0.416115849,0.489696891
0.06724833,0.557092474,,0.399032617,0.478929943
0.019378433,0.515654091,,0.379207306,0.463266981
-0.01768256,0.467594727,,0.363858501,0.445101408
-0.024296043,0.430344267,,0.361119529,0.431021405
0.011028535,0.423541317,,0.375749197,0.428450013
0.075665698,0.458676429,,0.402518669,0.441730452
0.136365795,0.523124124,,0.427657605,0.466090519
0.160887237,0.583634755,,0.437813156,0.488962447
0.104650143,0.607966729,,0.414522572,0.498159494
-0.01137242,0.551540169,,0.366471845,0.476831272
-0.165933453,0.435328139,,0.302460416,0.432905219
-0.332001764,0.280577639,,0.23368325,0.374412319
-0.482895051,0.114319861,,0.171190818,0.311569876
-0.597841512,-0.036762893,,0.123585759,0.254463318
-0.664202981,-0.151898821,,0.096102166,0.210944012
-0.67849913,-0.218449757,,0.090181418,0.185788958
-0.64295541,-0.232935373,,0.104901845,0.180313656
-0.565855974,-0.197581119,,0.136832564,0.193676927
-0.459725956,-0.120671151,,0.180786295,0.222747509
-0.338589882,-0.0147306,,0.230954782,0.262791128
-0.214374856,0.106216007,,0.282398417,0.308506765
-0.092887577,0.230241566,,0.332712355,0.355386191
0.022646531,0.351539378,,0.380560788,0.401234578
0.12772179,0.466884019,,0.424077691,0.444832773
0.218139885,0.571769812,,0.461524332,0.484477712
0.289037596,0.66199844,,0.490886608,0.518582507
0.325852919,0.732706684,,0.506133668,0.545308949
0.315825429,0.76933254,,0.501980785,0.559152862
0.258369787,0.759115583,,0.47818554,0.555291037
0.161247666,0.701470474,,0.437962428,0.533502225
0.047242367,0.604158886,,0.39074715,0.496720198
-0.049487603,0.489964121,,0.350686448,0.453556635
-0.097448039,0.393044684,,0.33082364,0.416922835
-0.063801628,0.34489478,,0.344758296,0.398723039
0.02157216,0.378351724,,0.380115838,0.411369161
