Time Coeff,Baseline,Gamma,Alpha
0.05814888751819151,-4.86752608666936,0.2629011460023341,0.9424394586784154
0.009660866916003001,1.1072005572775012,0.38395123249821606,0.4022791625090456
0.01377387336469664,1.650501000889544,0.43337168762456874,0.35950381190414565
0.006169154125448309,3.0982719143632775,0.5393374968942146,0.2281264992958664
0.006594388986331539,2.0836800385772376,0.4597532286947052,0.3121479705868007
-0.0006995529999227797,5.399448151832294,0.4245117275346173,0.3580476482801097
0.005280760792813286,5.519822310853864,0.7734142649700821,0.009130006300321491
0.0008981158722763878,3.7846369799835213,0.5904869390474469,0.1413754193720641
0.0036031984058934796,5.168402474612514,0.7322967256191149,0.02071101657891203
0.003973406429826599,3.1758940344137545,0.5512976699920433,0.20211255486302868
0.00030989197885575016,5.2642738223683,0.7243391562725988,0.0
0.0022718114664871856,-4.172703115307911,0.15680150037407029,0.7557934964704897
