Trial,MSE,NRMSE,R2
1,100.04345968161397,0.49800392294928547,-0.9063744696992297
2,28.554278663585315,0.4150049204145193,-1.17668068753947
3,65.91894917266119,0.3668882818954614,-0.6232601456958704
4,36.669946474162465,0.3989749683545067,-1.2203862865665118
5,25.507607888791714,0.33071361159884644,-0.7351005223556775
6,15.845140936360322,0.3010970366352351,-0.44657217110754255
7,73.28051791634645,0.4222244112420516,-1.6607114854799234
8,16.295575427952244,0.2502339749903117,-0.4007660627873195
9,51.751541230407916,0.4590489001951495,-2.243048722400931
10,25.05118056551933,0.3652221238816709,-1.199169853577199
11,29.496493918282578,0.37085383889798473,-1.2127162602580643
12,1.1826983177212274,0.09923953763627806,0.8526631585617331
