Time Coeff,Baseline,Gamma,Alpha
-3.636511227977632e-06,1.0566340282140438,0.37069324924728253,0.13358793481823136
-0.00014872760367029737,0.07774244316970923,0.29756805743991355,0.33361332020039336
-0.00014425440447699226,-0.2354776254627972,0.2468896698182963,0.03920263761917597
0.00034184970849660765,0.23177843415835694,0.3124074273712232,0.0
-0.0001612703661383861,0.1317085432187783,0.29778856228932826,0.0
-0.00014709349094782243,-0.07123682507681685,0.28696446687428623,0.5035753248464193
-1.891030802940675e-05,0.3683872850975391,0.31886470943037964,0.2944230267125471
0.0007230926873145096,-0.6134392339618799,0.3417950782692811,0.0476087084585546
0.00015672395136608834,0.26789148875330726,0.3161850168775797,0.0
0.026877305137885825,-9.36517857405794,0.30117264749195455,1.0
0.017394668966470045,-3.739226244202614,0.18124617250847286,1.0
0.013953665188764012,-1.8350474839196635,0.193674814869738,0.9888360057082288
0.008949193731898779,-1.1020726109324044,0.22132843002500985,1.0
0.00707779159328667,-0.299836546825631,0.27878107155025783,1.0
-0.00021821389997261507,0.29497582330728345,0.30920802181617785,0.0449167547984867
0.0008504593794595293,0.5467401453788446,0.33309969595694067,0.0
0.0024517349350362265,0.6277426639397925,0.33796907436588763,0.0
-0.0015942127488449897,1.686862308436247,0.4160596032654816,0.014869299431096463
0.002432270293619663,1.1856170858852093,0.40055785741273625,1.0
0.002193866288184366,1.8046329693710306,0.4401394173693257,1.0
-3.2983516212177766e-05,0.2837741611337505,0.31152028636910933,0.0
-0.0004674545836925415,0.09645256081836077,0.2997867878088742,0.0
-0.0008987150648385849,1.8005133779210802,0.4260219283345123,0.16414145556310758
-0.00032633591568886357,0.11767635086259513,0.3046005836844661,0.0
-0.0006502283792289047,0.2058215644463876,0.3292140254239881,0.029775607836567342
-0.0007216146922022259,0.07981258573142118,0.29855495500876206,0.15692367542301663
0.008878694681320909,-14.623818415897627,0.2327668883407224,1.0
