Trial,MSE,NRMSE,R2
1,5.0755252751791895,0.12880606329964134,0.7157491783164043
2,11.633629852399531,0.21092149231935178,0.11337539978359634
3,3.1382588707717094,0.139896784487056,0.6244917249217391
4,13.69999939222577,0.24793234849740145,-0.4852112956288823
5,28.764157998306537,0.20664654000825491,0.1505629565100406
6,0.7865948838448635,0.1286606816361701,0.6347401436657263
7,1.6082397839650333,0.18087600287461944,-0.2241405557019398
8,5.145169718896858,0.11375283128899748,0.7405086747320786
9,5.220806471915777,0.26782262824061137,-0.7024027656154161
10,3.2626014588041805,0.38510432880219475,-0.46771780999633483
11,1.5848707153415849,0.2556507057489585,-3.836174982695036
12,0.09060463007644894,0.06488032709411393,0.7011459855910158
13,0.1790654366236386,0.17688122273577675,-0.12578494597601897
14,0.037543653505359674,0.07416474821124155,0.7591651233035238
15,0.04242413871152787,0.07464679524299223,0.7371405706166527
16,0.8708714612544604,0.3366277830354786,-2.220699076111457
17,0.10404460898136561,0.12952970739142694,0.2632451465904294
18,0.03143279157053599,0.06115438850095249,0.7826463304995053
19,1.9764001093537136,0.17615681394296243,0.31620499090579324
20,9.055710401619342,0.215471361790811,-0.6205650075897782
21,57.139434197217966,0.24578184543305842,-0.7740509419515429
22,1.3155556119768428,0.19480894600805437,-0.15958711519509072
23,0.8815548435464216,0.16690910548434387,0.01950555458921399
24,0.02709788224016329,0.02898513946524796,0.9723589213077791
25,8.852391283187126,0.2327999469897644,-0.546386973214072
26,1.0418967378334225,0.19124390014576043,0.1945841483542956
27,0.29060685840495853,0.1088375112122424,0.7342885321133643
