Trial,MSE,NRMSE,R2
1,14.212675075325429,0.1965085359040066,0.15528446109250627
2,7.710588589850263,0.27243363116905556,-0.6485041133056013
3,9.267453624971408,0.22971663835010478,-0.3464929353186519
4,1.0299282015105244,0.15189841200605722,0.41659133043041197
5,4.4018036629960955,0.09129393611784271,0.7452335533125007
6,1.7501967917792545,0.13061964697884773,0.616028823491541
7,0.9534375842013796,0.09142048449643334,0.7946956760975755
8,1.1280821753395391,0.08972570748297463,0.763399364893401
9,2.0959325628664933,0.1603817580575684,0.3777300119245638
10,0.14493017754409832,0.04689109844871642,0.9515941351246128
11,1.0765256323768633,0.10282886918374293,0.7105191907981432
12,0.7252162983935844,0.09422794719725783,0.642623133566541
13,0.2450627576020265,0.043066990558400776,0.9322110267165229
14,9.319954436741622,0.3370961721867655,-1.0041541839913815
15,1.063285529367268,0.1594337686372149,0.42825047101188507
16,2.271387107545998,0.2809043020859512,-0.9318559618576854
17,0.44840937945273734,0.18030543348692657,0.3084376680286398
18,1.2260429578006404,0.16838644570385972,0.2977633952639208
19,5.0095397827006325,0.12359237155676964,0.5113193311719045
20,0.10075160462267914,0.038425146372046255,0.9582598483898375
21,2.32251469031781,0.1709972701850463,0.1969845148245739
22,1.916158678097192,0.158590100607825,0.2933879676926803
23,2.7568592265563585,0.22410459206266922,-0.05586609998537595
24,1.0595976216053062,0.09747818618977346,0.7919261405479224
25,0.4268614709167694,0.0826633265881654,0.8357602868654015
26,3.5545771785188913,0.18692364711449075,0.015551209705460756
27,1.1029035203057378,0.09809413070915113,0.8140205523237216
