Trial,MSE,NRMSE,R2
1,21.658563791959608,0.22772913177924614,0.3690669596085644
2,25.881341170775695,0.13087754568525414,0.7729488632370755
3,80.83846228622606,0.2707780293230614,0.13223698645584714
4,23.108086883443324,0.2238916449189797,0.15329585984997673
5,3.4265512849635456,0.20230086843490072,0.17770229067735444
6,302.67192019568876,0.5508617348240907,-3.240224256691448
7,12.205628607282584,0.4590075097102328,-2.6444624126270275
8,14.483919182169634,0.43866079601047797,-2.4654299023525588
9,18.316748046704564,0.4050087699761192,-5.479997364023287
10,3.0502857377396,0.2407186560115928,-0.10475165591711044
11,41.67811443005057,0.2902864703484423,-0.2772737134396268
12,6.806797457915635,0.35160817035844394,-1.3418297318365457
13,33.65834283239409,0.4451223298156181,-1.8460126468242182
14,0.9668383304231881,0.16906089814066105,0.5582407514707315
15,6.605952105116355,0.39713881652109934,-1.551126565453116
16,116.34283518837074,0.3221556606050667,-0.39707450541301315
17,6.097722865027569,0.3528464077541021,-1.3711446159093112
18,1.9684921499775212,0.14513697282296986,0.5989104570976899
19,15.419119144171995,0.19785385724930235,0.3037688839670445
20,1.9990119353907236,0.13422442524072997,0.5986404658548177
21,16.92525919058246,0.34257171428085503,-1.362207991519683
22,0.8217824281868044,0.14267060877838855,0.5088734994425508
23,15.784533813443971,0.2694291743128286,-0.8976471909922925
24,32.93513961281863,0.25670667613933157,-0.49957885967519555
25,2.1811379031302924,0.14662365000167557,0.526313540097459
26,1.7001345050026784,0.21976141815448838,0.03880523880439002
27,9.646729345452508,0.2062560273346125,0.02520831606530971
