Time Coeff,Baseline,Gamma,Alpha
0.013352194899071114,-9.851110572635909,0.5362290189190445,1.0
0.012406435556447517,-13.603800522289522,0.6911232959072352,1.0
0.027608506628689338,-13.18850242614145,0.4019629492923466,0.9811145281138529
-0.007539470699870159,9.589780032371275,0.9677101779218167,0.0
-0.0031915950825497407,3.0027045690027374,0.511140303423173,0.0
0.014959774718141009,5.47146574247297,0.7797563848729909,1.0
0.0006860622851498672,2.788802428593894,0.4997067840791164,0.0
-0.0031228332884371338,-0.23259010143228756,0.27107153209220486,0.0
-0.004166511395300266,-2.8336640784685074,0.5912293202437165,1.0
-0.0001986049406727258,1.9412760878246629,0.4358936994821576,0.0
0.028239791152023304,-2.4690227615617912,0.0671356420127653,0.84824796014183
0.00040550194927269453,2.1921110048901498,0.45703722147773274,0.0
-0.0017900501753046858,7.50102552567174,0.8709677987391754,0.0
-0.0005982572279703954,1.5183799928259805,0.40191306702543067,0.0
0.000418364694124132,2.1404556285894327,0.4530634933439528,0.0
0.07917842476281621,-16.693404022003016,0.13791537575348917,1.0
0.0006140018826108535,1.8302406313699147,0.4289062188132366,0.0
0.0019467386051487125,-1.1023302147862224,0.18203554354273183,0.0
0.010273202662182644,-7.3711436822632,0.5765483440476682,1.0
0.003702207266854758,0.028501780579335497,0.29770782998762924,1.0
-0.0024769353639498546,6.336625112153205,0.7717587753069144,0.0
0.00045830561829452723,0.4084116059916205,0.3206069016457757,0.0
0.0008098673804884382,3.140381784037018,0.5256956104674799,0.0
0.01537759653957943,-2.7444334523260636,0.36430983952856105,1.0
0.0008082139166604237,0.5912528807582008,0.3309973361819456,0.0
-0.004071069774709003,-0.012100717652453782,0.29511595256880546,1.0
-0.0038684574470528757,1.70776935503751,0.41187600218109244,0.0
