Trial,MSE
1,24.492847803272543
2,18.75248796672518
3,6.674846008793157
4,0.45186247828313225
5,1.1622883502387613
6,0.09106751678358749
7,157.0550086679906
8,0.8011551801401156
9,1.819101315798273
10,19.361052529671102
11,4.703742188752029
12,1.9959330760064407
13,5.879311650409526
14,0.03986492035525002
15,7.051732399402082
16,0.8526911668438611
17,0.12138859395175586
18,5.943262570751613
19,0.9589414754247023
20,0.011733144258406322
21,0.14728150849520966
22,0.36944157436756353
23,0.01415571072447908
24,0.03071180651581212
25,0.10065280115355874
26,0.19251873727984428
27,0.1902549653784894
