Trial,MSE,NRMSE,R2
1,24.492847803272543,0.16675191466107367,0.6672758555103107
2,18.75248796672518,0.17699863525397888,0.5606104874340703
3,6.674846008793157,0.13302124997099768,0.7345356273241774
4,0.45186247828313225,0.08962010505425626,0.6760410004135615
5,1.1622883502387613,0.25798276944574433,-1.106282474581159
6,0.09106751678358749,0.07474024318181278,0.7950297827893448
7,157.0550086679906,0.22566490299854056,0.34952872611088603
8,0.8011551801401156,0.13364149518486076,0.3937946368901353
9,1.819101315798273,0.3630365909314835,-3.015965061990973
10,19.361052529671102,0.1403167145493064,0.6464596280172726
11,4.703742188752029,0.21031033595195622,-0.16374451195573814
12,1.9959330760064407,0.10387392831524088,0.5700444785846377
13,5.879311650409526,0.304442567624641,-2.422413114106305
14,0.03986492035525002,0.05143706229260738,0.9074984843963018
15,7.051732399402082,0.20479968176265784,0.1753167176712067
16,0.8526911668438611,0.1512296714677204,0.32881506924310977
17,0.12138859395175586,0.09634200434567444,0.7180839349447417
18,5.943262570751613,0.3443992804610498,-2.579551235959705
19,0.9589414754247023,0.3111484956943829,-1.9538324272889946
20,0.011733144258406322,0.04733825236932722,0.921418547675634
21,0.14728150849520966,0.09380520548956262,0.5747609670985221
22,0.36944157436756353,0.30618111093358863,-1.8347823162557053
23,0.01415571072447908,0.03745547950330759,0.9372800269869133
24,0.03071180651581212,0.06487831479094047,0.8587621583635784
25,0.10065280115355874,0.09632157611586045,0.3298865752223714
26,0.19251873727984428,0.09391803437588722,0.7022442067407217
27,0.1902549653784894,0.20713491577324877,-1.0652560354308007
