Trial,MSE,NRMSE,R2
1,67.66425181842386,0.4550312001260941,-0.5902884402699071
2,37.466116967506764,0.3712920652968951,-0.5680484414386453
3,24.273835800100997,0.33206523798969984,-0.21216813828138115
4,11.532506960109394,0.2813635655726734,-0.01564520504997402
5,11.486398306017836,0.33056805953631396,-0.5254756797762856
6,10.172954566145977,0.31961858470327964,-0.7473044339275168
7,5.276327037928185,0.24914631993812456,0.21963264497234147
8,8.614323623424653,0.30226865544850123,-0.46284309980291494
9,9.73086756848358,0.3091012854274023,-0.4640469727277585
10,6.885489080468022,0.24324967856223922,0.1748426208705156
11,9.896340419209286,0.2796977883195559,-0.33658656361946004
12,20.10656376786391,0.3545250546612751,-0.38774879262021544
