Time Coeff,Baseline,Gamma,Alpha
0.03899984702433871,-5.689542634967268,0.09591623496676223,0.6508913075009366
0.01716294904444462,-0.47682798190518644,0.2513303617724601,0.5550805408119609
0.026996857852412473,-3.1382262656375084,0.09956617796860077,0.7327958493550699
0.0082435007521492,0.0492107891284519,0.2959625308964971,0.5050181280956689
0.006355183615415547,0.7710036231625813,0.3531446153312543,0.43383989879776674
0.004928434572391327,1.1866392653291085,0.3870583697545378,0.3906911461082434
0.0050977113640594705,0.24280010263062368,0.31129023426750113,0.48538559167834006
0.005151719952295326,0.8535442901082838,0.3601169158304982,0.42388362810697594
0.006931024434921736,0.2941733473324898,0.3153990414234512,0.48065058049967657
0.005820976270487016,0.2664294326839655,0.31322450294754295,0.4830782726011312
0.005505782476004464,0.8968173253473487,0.36380500546926675,0.41980310650356717
0.01347954738345203,-0.6616191381301861,0.23752779213259592,0.5748800067046717
