Time Coeff,Baseline,Gamma,Alpha
0.004599809205849146,-0.8390948639611145,0.2276685455861603,0.5973225114630251
0.0025289980534302908,0.15764539729664487,0.30446792022897573,0.4939790053034298
0.0030598270052799104,0.25367582821189283,0.311936429042456,0.4840827899658557
0.0034337454885960783,-0.4675503494143336,0.25663339417870035,0.5586326422586114
0.0008713227189572692,0.31199115629891006,0.31616320990147095,0.4777643197251755
0.001376839312884718,0.9818658958035539,0.36815197710716224,0.4086044240569843
0.0017763649347750541,1.8168935372284503,0.4350899929671191,0.32462825441963994
0.0017041598431909535,0.9299859039688303,0.3642997203458237,0.41410592958451115
0.001637501442289889,-0.18742257008850674,0.27816548141849856,0.5300495408398811
0.000276679191018011,0.5035894344658004,0.3038062513897124,0.4948328982791323
0.001390861476243706,0.31852724083365197,0.3166986736739541,0.4772112454415712
0.0003805791742002237,0.587832030125821,0.3371191653979755,0.4488877005257925
