Trial,MSE,NRMSE,R2
1,1.455970645720481,0.1456252070286168,0.5867073735465775
2,1.3144088745257883,0.19120929299857514,0.2985135923657567
3,2.082308751669014,0.18644259917240588,0.3334080890726864
4,1.1004979180197343,0.11318163379049954,0.6466770122043697
5,0.32642971049194297,0.06448396858351838,0.8740860552603168
6,1.769491297910958,0.27880226702080585,-0.34205026324962295
7,5.421868990433764,0.32268019278260895,-1.1668562511890497
8,2.055280301026396,0.18184495149078267,0.2893835760517367
9,0.3005151607367878,0.10228582988281885,0.7408843718480779
10,0.19139425399651974,0.09796827735442477,0.832331420488759
11,0.6280082609677681,0.15899364756057585,0.5324977239046313
12,0.325255024469797,0.09769898872763902,0.7615573177027936
