Time Coeff,Baseline,Gamma,Alpha
0.012620914126518883,-3.683278597634593,0.0431088225997782,0.8354425593456568
0.0045561742314864815,-2.7687773483743645,0.4409300257368582,1.0
0.003102569373879681,-2.231621823437185,1.0,1.0
-0.0010852259193923149,0.21771143672774282,0.30770096052644114,0.0
-0.003467477448780021,1.5737858781608545,0.43102905261068314,0.7076919243321645
-0.0014652128183182999,0.5808009006178888,0.3334064427445837,0.14825240873803347
0.023312051185035758,-11.0324029267503,0.12765870927680958,1.0
-0.0009698386406574914,-0.7642419592454103,0.34747575912166495,0.5278270852502637
0.0003199415173116523,-3.2010202087883264,0.09144457656919741,0.8685243620054065
0.024928838944635125,-12.192422426556178,0.06968546170235648,1.0
-0.001014490336132448,0.895245007493407,0.35783623342054116,0.18192347834580955
0.0009965940794711878,-0.37403375451342796,0.25885270682250106,0.07509059927635645
-0.0004019466487524087,0.4920793606083312,0.32897272251459936,0.3855844699071277
-0.000341302672842343,0.07798537074776801,0.29927791838017637,0.0
0.0005528940641010325,-0.6328587682076418,0.40993176920270286,1.0
-1.7211807735688253e-05,0.04937786812725681,0.29580205914818425,0.2777665590416344
7.66936931930487e-05,-0.7912004378415266,0.2486537601778386,0.0
-0.0014325656279498312,0.21562620802871052,0.4285626731453534,0.845568206446165
-0.0011310133770712535,-0.0027737133866641028,0.2921256696319457,0.0
2.073696196012793e-05,0.10487820616283285,0.30020079585350623,0.0
-0.00171984122715013,1.280495378698724,0.3841127161932207,0.0
0.0008770353361884743,-0.7145867807293954,0.4834957821672664,1.0
-0.0005237401130107484,0.48874177819050013,0.3265123676851634,0.0
0.0009574526173025728,-1.5495426542760316,0.7989605093834287,1.0
-0.0011156282732996924,0.7551394662841245,0.34662547134774335,0.13194035565963125
-0.00014645335088961584,-0.12038374701202693,0.2801377203935865,0.0
-0.00018946692736426362,0.45333190116769,0.32765916270817685,0.0
