Trial,MSE,NRMSE,R2,Subject
10,3.2626014588041805,0.38510432880219475,-0.46771780999633483,DP118_allTrial_signal.csv
11,1.5848707153415849,0.2556507057489585,-3.836174982695036,DP118_allTrial_signal.csv
12,0.09060463007644894,0.06488032709411393,0.7011459855910158,DP118_allTrial_signal.csv
13,0.1790654366236386,0.17688122273577675,-0.12578494597601897,DP118_allTrial_signal.csv
14,0.037543653505359674,0.07416474821124155,0.7591651233035238,DP118_allTrial_signal.csv
15,0.04242413871152787,0.07464679524299223,0.7371405706166527,DP118_allTrial_signal.csv
16,0.8708714612544604,0.3366277830354786,-2.220699076111457,DP118_allTrial_signal.csv
17,0.10404460898136561,0.12952970739142694,0.2632451465904294,DP118_allTrial_signal.csv
18,0.03143279157053599,0.06115438850095249,0.7826463304995053,DP118_allTrial_signal.csv
19,1.9764001093537136,0.17615681394296243,0.31620499090579324,DP118_allTrial_signal.csv
20,9.055710401619342,0.215471361790811,-0.6205650075897782,DP118_allTrial_signal.csv
21,57.139434197217966,0.24578184543305842,-0.7740509419515429,DP118_allTrial_signal.csv
22,1.3155556119768428,0.19480894600805437,-0.15958711519509072,DP118_allTrial_signal.csv
23,0.8815548435464216,0.16690910548434387,0.01950555458921399,DP118_allTrial_signal.csv
24,0.02709788224016329,0.02898513946524796,0.9723589213077791,DP118_allTrial_signal.csv
25,8.852391283187126,0.2327999469897644,-0.546386973214072,DP118_allTrial_signal.csv
26,1.0418967378334225,0.19124390014576043,0.1945841483542956,DP118_allTrial_signal.csv
27,0.29060685840495853,0.1088375112122424,0.7342885321133643,DP118_allTrial_signal.csv
1,24.492847803272543,0.16675191466107367,0.6672758555103107,DP119_allTrial_signal.csv
2,18.75248796672518,0.17699863525397888,0.5606104874340703,DP119_allTrial_signal.csv
3,6.674846008793157,0.13302124997099768,0.7345356273241774,DP119_allTrial_signal.csv
4,0.45186247828313225,0.08962010505425626,0.6760410004135615,DP119_allTrial_signal.csv
5,1.1622883502387613,0.25798276944574433,-1.106282474581159,DP119_allTrial_signal.csv
6,0.09106751678358749,0.07474024318181278,0.7950297827893448,DP119_allTrial_signal.csv
7,157.0550086679906,0.22566490299854056,0.34952872611088603,DP119_allTrial_signal.csv
8,0.8011551801401156,0.13364149518486076,0.3937946368901353,DP119_allTrial_signal.csv
9,1.819101315798273,0.3630365909314835,-3.015965061990973,DP119_allTrial_signal.csv
10,19.361052529671102,0.1403167145493064,0.6464596280172726,DP119_allTrial_signal.csv
11,4.703742188752029,0.21031033595195622,-0.16374451195573814,DP119_allTrial_signal.csv
12,1.9959330760064407,0.10387392831524088,0.5700444785846377,DP119_allTrial_signal.csv
13,5.879311650409526,0.304442567624641,-2.422413114106305,DP119_allTrial_signal.csv
14,0.03986492035525002,0.05143706229260738,0.9074984843963018,DP119_allTrial_signal.csv
15,7.051732399402082,0.20479968176265784,0.1753167176712067,DP119_allTrial_signal.csv
16,0.8526911668438611,0.1512296714677204,0.32881506924310977,DP119_allTrial_signal.csv
17,0.12138859395175586,0.09634200434567444,0.7180839349447417,DP119_allTrial_signal.csv
18,5.943262570751613,0.3443992804610498,-2.579551235959705,DP119_allTrial_signal.csv
19,0.9589414754247023,0.3111484956943829,-1.9538324272889946,DP119_allTrial_signal.csv
20,0.011733144258406322,0.04733825236932722,0.921418547675634,DP119_allTrial_signal.csv
21,0.14728150849520966,0.09380520548956262,0.5747609670985221,DP119_allTrial_signal.csv
22,0.36944157436756353,0.30618111093358863,-1.8347823162557053,DP119_allTrial_signal.csv
23,0.01415571072447908,0.03745547950330759,0.9372800269869133,DP119_allTrial_signal.csv
24,0.03071180651581212,0.06487831479094047,0.8587621583635784,DP119_allTrial_signal.csv
25,0.10065280115355874,0.09632157611586045,0.3298865752223714,DP119_allTrial_signal.csv
26,0.19251873727984428,0.09391803437588722,0.7022442067407217,DP119_allTrial_signal.csv
27,0.1902549653784894,0.20713491577324877,-1.0652560354308007,DP119_allTrial_signal.csv
1,0.9589414754247023,0.3111484956943829,-1.9538324272889946,DP121_allTrial_signal.csv
2,0.011733144258406322,0.04733825236932722,0.921418547675634,DP121_allTrial_signal.csv
3,0.14728150849520966,0.09380520548956262,0.5747609670985221,DP121_allTrial_signal.csv
4,0.36944157436756353,0.30618111093358863,-1.8347823162557053,DP121_allTrial_signal.csv
5,0.01415571072447908,0.03745547950330759,0.9372800269869133,DP121_allTrial_signal.csv
6,0.03071180651581212,0.06487831479094047,0.8587621583635784,DP121_allTrial_signal.csv
7,0.10065280115355874,0.09632157611586045,0.3298865752223714,DP121_allTrial_signal.csv
8,0.19251873727984428,0.09391803437588722,0.7022442067407217,DP121_allTrial_signal.csv
9,0.1902549653784894,0.20713491577324877,-1.0652560354308007,DP121_allTrial_signal.csv
10,51.436251355776434,0.3798072127640471,-0.8456498010134268,DP121_allTrial_signal.csv
11,10.228377660609036,0.2714515760644093,-0.651182572118135,DP121_allTrial_signal.csv
12,9.448519292016986,0.28753029047314016,-1.0127367166034928,DP121_allTrial_signal.csv
13,4.849117272031493,0.1702700424492518,-0.395461393727097,DP121_allTrial_signal.csv
14,5.442569092491473,0.2879865049489525,-0.9564226722080666,DP121_allTrial_signal.csv
15,0.024406895373711275,0.045222497866377234,0.9311238260856247,DP121_allTrial_signal.csv
16,2.193893943660001,0.39620682408077385,-2.8438741510595147,DP121_allTrial_signal.csv
17,11.466680161267558,0.3483771923264039,-2.1159783438577993,DP121_allTrial_signal.csv
18,0.8490905412733626,0.14543793509259476,0.4636124143284388,DP121_allTrial_signal.csv
19,2.8108016088705865,0.1495501167604118,0.4626239606476087,DP121_allTrial_signal.csv
20,3.844716227616814,0.23922888192252048,-0.5939848649089476,DP121_allTrial_signal.csv
21,0.06852907561210415,0.03894672807845469,0.9054670967171607,DP121_allTrial_signal.csv
22,0.21950120254926211,0.08435855324782228,0.7738710520178808,DP121_allTrial_signal.csv
23,0.8988776179383466,0.1920530079047747,-0.2227469491871763,DP121_allTrial_signal.csv
24,0.08518217336747241,0.07003234617583558,0.8545791883674041,DP121_allTrial_signal.csv
25,0.321435846803112,0.18228232376598316,0.1037809785527215,DP121_allTrial_signal.csv
26,0.44549307842870384,0.202089632504339,-0.20563509910074718,DP121_allTrial_signal.csv
27,3.322317357532114,0.11107181645788905,0.6725958511016112,DP121_allTrial_signal.csv
