Trial,MSE,NRMSE,R2
1,299.8649014665875,0.42185463803793943,-1.3731019806847469
2,193.27152991561513,0.40554366147593146,-1.5609288037473679
3,87.7467933798977,0.3612904389745394,-0.5916298857914228
4,64.28870098978767,0.36284107217399714,-1.2269746269952106
5,90.2797735214782,0.3812445017685154,-1.985948171921533
6,154.77352389819671,0.37376529825020677,-1.4007151377623162
7,121.58994452334059,0.3803043548758821,-1.5484903025864956
8,65.25591880942993,0.3993259605179614,-1.981462381910907
9,25.09486432273319,0.298548798609243,-0.6070968408063073
10,56.7983429226265,0.3335715152398273,-0.6664386390040835
11,119.23661957542089,0.3983819733777862,-2.028012991403014
12,34.84668748374001,0.33015549266133,-1.4922644980113962
