Trial,MSE,NRMSE,R2
1,2.1382386833905396,0.24905493969193498,-0.8586031260913625
2,0.23079024255627767,0.1476007587407376,0.4425785319071571
3,0.7758545211336139,0.22696566010233052,-0.3894054943309202
4,0.08502569910052159,0.12064752706944751,0.5076004925493214
5,2.3692914294521574,0.40327238214622957,-6.626532506855138
6,0.1248331440084501,0.08027323570744423,0.7701935004735951
