camNum	frameNum	sysClock	buffer
0	1	1924146	1
0	2	10	1
0	3	42	1
0	4	74	1
0	5	122	1
0	6	154	1
0	7	186	1
0	8	219	1
0	9	250	1
0	10	282	1
0	11	314	1
0	12	346	1
0	13	378	1
0	14	410	1
0	15	458	1
0	16	490	1
0	17	522	1
0	18	554	1
0	19	586	1
0	20	619	1
0	21	651	1
0	22	682	1
0	23	714	1
0	24	746	1
0	25	794	1
0	26	826	1
0	27	858	1
0	28	890	1
0	29	922	1
0	30	954	1
0	31	986	1
0	32	1019	1
0	33	1050	1
0	34	1082	1
0	35	1114	1
0	36	1162	1
0	37	1194	1
0	38	1226	1
0	39	1258	1
0	40	1317	1
0	41	1322	1
0	42	1354	1
0	43	1386	1
0	44	1418	1
0	45	1450	1
0	46	1498	1
0	47	1530	1
0	48	1562	1
0	49	1594	1
0	50	1626	1
0	51	1658	1
0	52	1690	1
0	53	1722	1
0	54	1754	1
0	55	1786	1
0	56	1834	1
0	57	1866	1
0	58	1898	1
0	59	1930	1
0	60	1962	1
0	61	1994	1
0	62	2026	1
0	63	2058	1
0	64	2090	1
0	65	2122	1
0	66	2170	1
0	67	2202	1
0	68	2235	1
0	69	2267	1
0	70	2298	1
0	71	2330	1
0	72	2362	1
0	73	2394	1
0	74	2426	1
0	75	2458	1
0	76	2506	1
0	77	2538	1
0	78	2570	1
0	79	2602	1
0	80	2634	1
0	81	2666	1
0	82	2698	1
0	83	2730	1
0	84	2762	1
0	85	2794	1
0	86	2826	1
0	87	2874	1
0	88	2906	1
0	89	2938	1
0	90	2970	1
0	91	3002	1
0	92	3034	1
0	93	3066	1
0	94	3098	1
0	95	3130	1
0	96	3162	1
0	97	3210	1
0	98	3242	1
0	99	3274	1
0	100	3306	1
0	101	3338	1
0	102	3370	1
0	103	3402	1
0	104	3434	1
0	105	3467	1
0	106	3510	1
0	107	3546	1
0	108	3578	1
0	109	3610	1
0	110	3642	1
0	111	3674	1
0	112	3706	1
0	113	3738	1
0	114	3770	1
0	115	3802	1
0	116	3834	1
0	117	3882	1
0	118	3914	1
0	119	3946	1
0	120	3978	1
0	121	4010	1
0	122	4042	1
0	123	4074	1
0	124	4106	1
0	125	4138	1
0	126	4170	1
0	127	4218	1
0	128	4251	1
0	129	4282	1
0	130	4314	1
0	131	4346	1
0	132	4378	1
0	133	4410	1
0	134	4442	1
0	135	4474	1
0	136	4506	1
0	137	4554	1
0	138	4586	1
0	139	4618	1
0	140	4650	1
0	141	4682	1
0	142	4714	1
0	143	4746	1
0	144	4778	1
0	145	4810	1
0	146	4842	1
0	147	4874	1
0	148	4922	1
0	149	4954	1
0	150	4986	1
0	151	5018	1
0	152	5050	1
0	153	5082	1
0	154	5114	1
0	155	5146	1
0	156	5178	1
0	157	5210	1
0	158	5258	1
0	159	5290	1
0	160	5322	1
0	161	5354	1
0	162	5386	1
0	163	5418	1
0	164	5450	1
0	165	5482	1
0	166	5514	1
0	167	5546	1
0	168	5594	1
0	169	5626	1
0	170	5658	1
0	171	5690	1
0	172	5722	1
0	173	5754	1
0	174	5786	1
0	175	5818	1
0	176	5850	1
0	177	5882	1
0	178	5930	1
0	179	5962	1
0	180	5994	1
0	181	6026	1
0	182	6058	1
0	183	6090	1
0	184	6122	1
0	185	6154	1
0	186	6186	1
0	187	6218	1
0	188	6266	1
0	189	6298	1
0	190	6330	1
0	191	6362	1
0	192	6394	1
0	193	6426	1
0	194	6458	1
0	195	6490	1
0	196	6522	1
0	197	6554	1
0	198	6586	1
0	199	6634	1
0	200	6666	1
0	201	6698	1
0	202	6730	1
0	203	6762	1
0	204	6794	1
0	205	6826	1
0	206	6858	1
0	207	6890	1
0	208	6922	1
0	209	6970	1
0	210	7002	1
0	211	7034	1
0	212	7066	1
0	213	7098	1
0	214	7130	1
0	215	7162	1
0	216	7194	1
0	217	7226	1
0	218	7258	1
0	219	7306	1
0	220	7338	1
0	221	7370	1
0	222	7402	1
0	223	7434	1
0	224	7466	1
0	225	7498	1
0	226	7530	1
0	227	7562	1
0	228	7594	1
0	229	7642	1
0	230	7674	1
0	231	7706	1
0	232	7738	1
0	233	7770	1
0	234	7802	1
0	235	7834	1
0	236	7866	1
0	237	7898	1
0	238	7930	1
0	239	7978	1
0	240	8010	1
0	241	8042	1
0	242	8074	1
0	243	8106	1
0	244	8138	1
0	245	8170	1
0	246	8202	1
0	247	8234	1
0	248	8266	1
0	249	8298	1
0	250	8346	1
0	251	8378	1
0	252	8410	1
0	253	8442	1
0	254	8474	1
0	255	8506	1
0	256	8538	1
0	257	8570	1
0	258	8602	1
0	259	8634	1
0	260	8682	1
0	261	8714	1
0	262	8746	1
0	263	8778	1
0	264	8810	1
0	265	8842	1
0	266	8874	1
0	267	8906	1
0	268	8938	1
0	269	8970	1
0	270	9018	1
