ZZ038-training,control,0,csp,0.0322473404255319,0.426694095196849,0.382145795292654
ZZ038-training,control,0,csp_shock,0.554188829787234,0.426694095196849,0.382145795292654
ZZ038-training,control,0,csm,0.634487350199734,0.426694095196849,0.382145795292654
ZZ039-training,control,0,csp,0,0.319195413909793,0.30327868852459
ZZ039-training,control,0,csp_shock,0.384807180851064,0.319195413909793,0.30327868852459
ZZ039-training,control,0,csm,0.435530403905903,0.319195413909793,0.30327868852459
ZZ040-training,control,0,csp,0.139960106382979,0.329361553168,0.307949657479688
ZZ040-training,control,0,csp_shock,0.444315159574468,0.329361553168,0.307949657479688
ZZ040-training,control,0,csm,0.358394322466179,0.329361553168,0.307949657479688
ZZ041-training,control,0,csp,0,0.243347697279828,0.222952517527087
ZZ041-training,control,0,csp_shock,0.397523271276596,0.243347697279828,0.222952517527087
ZZ041-training,control,0,csm,0.232356857523302,0.243347697279828,0.222952517527087
ZZ042-training,control,0,csp,0.0774601063829787,0.376824190767247,0.366510860599395
ZZ042-training,control,0,csp_shock,0.444980053191489,0.376824190767247,0.366510860599395
ZZ042-training,control,0,csm,0.439857967154905,0.376824190767247,0.366510860599395
ZZ043-training,control,0,csp,0.183510638297872,0.407043603258265,0.386668838455134
ZZ043-training,control,0,csp_shock,0.547623005319149,0.407043603258265,0.386668838455134
ZZ043-training,control,0,csm,0.418885929871283,0.407043603258265,0.386668838455134
ZZ019-training,jaws,0,csp,0.0412234042553191,0.395001001301692,0.381000143287004
ZZ019-training,jaws,0,csp_shock,0.557014627659574,0.395001001301692,0.381000143287004
ZZ019-training,jaws,0,csm,0.38353280141844,0.395001001301692,0.381000143287004
ZZ020-training,jaws,0,csp,0.0132978723404255,0.299154983907325,0.312991357207138
ZZ020-training,jaws,0,csp_shock,0.376828457446808,0.299154983907325,0.312991357207138
ZZ020-training,jaws,0,csm,0.200576241134752,0.299154983907325,0.312991357207138
ZZ021-training,jaws,0,csp,0.0794547872340425,0.295155005253288,0.265886909069572
ZZ021-training,jaws,0,csp_shock,0.442403590425532,0.295155005253288,0.265886909069572
ZZ021-training,jaws,0,csm,0.336546985815603,0.295155005253288,0.265886909069572
ZZ022-training,jaws,0,csp,0.0508643617021277,0.500086107921929,0.510651354431489
ZZ022-training,jaws,0,csp_shock,0.571642287234043,0.500086107921929,0.510651354431489
ZZ022-training,jaws,0,csm,0.500998668442077,0.500086107921929,0.510651354431489
ZZ025-training,jaws,0,csp,0.0894281914893617,0.452951069111876,0.441071217900822
ZZ025-training,jaws,0,csp_shock,0.551363031914894,0.452951069111876,0.441071217900822
ZZ025-training,jaws,0,csm,0.509862588652482,0.452951069111876,0.441071217900822
ZZ026-training,jaws,0,csp,0.0818363273453094,0.296929099362643,0.249299000406687
ZZ026-training,jaws,0,csp_shock,0.482202262142382,0.296929099362643,0.249299000406687
ZZ026-training,jaws,0,csm,0.368397691966267,0.296929099362643,0.249299000406687
ZZ038-1d-sameContext,control,1,csp,0.939747003994674,0.724597568196527,0.660922993429341
ZZ038-1d-sameContext,control,1,csp_laser,0.913781624500666,0.724597568196527,0.660922993429341
ZZ038-1d-sameContext,control,1,csm,0.944518419884598,0.724597568196527,0.660922993429341
ZZ038-1d-sameContext,control,1,csm_laser,0.694629383044829,0.724597568196527,0.660922993429341
